gl,ro,Alignment Score
converxencia,convergenta,0.17575757575757578
exponer,expune,0.1777777777777778
causa,cauza,0.18666666666666676
rime,bruma,0.5
sucumbir,sucomba,0.2761904761904762
preocupacions,preocupari,0.11999999999999988
vicisitude,vicisitudine,0.019999999999999907
fixen,am facut,0.72
pexorativo,peiorativ,0.11851851851851858
pretension,pretensionare,0.026666666666666616
ratificar,ratifica,0.016666666666666607
excelencia,excelenta,0.11111111111111116
perturbador,perturbatoare,0.10909090909090902
paradoxo,paradox,0.01904761904761898
tacito,tacit,0.026666666666666727
par,pereche,0.4222222222222223
astucia,viclean,0.6095238095238096
belixerante,beligerant,0.10666666666666669
ademais,in plus,0.5904761904761905
rei,rege,0.33333333333333337
versatilidade,versatilitate,0.1435897435897434
sobreestimar,supraestima,0.2545454545454545
aguanta,tine,0.7
afable,afabil,0.15555555555555556
etica,etica,0.0
groseiro,nepoliticos,0.575
consoante,consoana,0.125
exacerbado,exacerbata,0.17333333333333334
desexo,dorinta,0.5666666666666667
intransixente,fara compromisuri,0.6051282051282052
subterfuxio,subterfugiu,0.16969696969696968
congruencia,congruenta,0.09999999999999998
extrovertido,extrovertit,0.09090909090909083
prudencia,prudenta,0.125
icona,pictograma,0.28
cultura,cultura,0.0
ligazon,legatura,0.5047619047619049
sesion,sesiune,0.1777777777777778
vontade,voi,0.4
tamen,de asemenea,0.29333333333333345
carino,afectiune,0.5
verosimilitude,plauzibilitatea,0.49523809523809537
recto,drept,0.3733333333333334
ao azar,la intamplare,0.34285714285714286
arrogante,arogant,0.03809523809523818
precedente,precedent,0.014814814814814725
rectificacion,rectificare,0.16969696969696957
ocioso,inactiv,0.6000000000000001
impulso,impuls,0.022222222222222143
adicional,aditional,0.10370370370370374
trivial,banal,0.5333333333333333
contemporaneo,contemporan,0.018181818181817966
perenne,vesnic verde,0.5428571428571429
circunstancia,circumstanta,0.16111111111111098
intransixencia,intransigenta,0.14871794871794863
posteriormente,posterior,0.04444444444444429
quintaesencia,chintesenta,0.2606060606060606
intempestivo,intempestiv,0.012121212121212088
heteroxeneo,eterogen,0.15833333333333333
conclusion,deducere,0.7416666666666667
ler,a citi,0.9111111111111111
tenaz,tenace,0.19999999999999996
aqui,aici,0.43333333333333335
resistencia,rezistenta,0.19333333333333336
asi,asa de,0.37777777777777777
preliminar,preliminar,0.0
cordialidade,cordialitate,0.15555555555555545
inconveniente,incomoda,0.4583333333333335
util,util,0.0
persistencia,persistenta,0.09090909090909083
orixe,origine,0.21333333333333337
virtude,virtute,0.13333333333333341
gratitude,recunostinta,0.5111111111111111
demanda,cerere,0.7111111111111111
impredicible,imprevizibile,0.16666666666666663
presumir,lauda,0.7333333333333334
socioambientais,socio-mediu,0.2848484848484848
luxuria,pofta,0.6933333333333334
costa,tarm,0.45000000000000007
plenitude,plenitudine,0.022222222222222254
enton,apoi,0.6833333333333333
polifacetico,cu mai multe fatete,0.5444444444444445
ver,vedea,0.3555555555555556
feito,fapt,0.4666666666666667
noxo,dezgust,0.8833333333333334
via,prin intermediul,0.9111111111111111
para redimir,a rascumpara,0.5000000000000001
instigar,instiga,0.01904761904761898
concesion,concesiune,0.11851851851851858
alento,suflare,0.5888888888888889
honra,onora,0.18666666666666676
comun,uzual,0.6799999999999999
disfrazado,deghizat,0.45000000000000007
antes,inainte de,0.28
mundo,lume,0.6666666666666667
coser,a coase,0.22666666666666668
urxente,urgent,0.1777777777777778
epifania,epifanie,0.1166666666666667
hostis,ostil,0.21333333333333337
ansioso,nerabdator,0.638095238095238
arrefriamento,racire,0.5111111111111113
aspecto,aspect,0.022222222222222143
anhelar,a pofti,0.7047619047619047
indulxencia,indulgenta,0.19333333333333336
posesion,detinere,0.55
nexo,legatura,0.7333333333333334
perseveranza,perseverenta,0.15555555555555545
comprension,intelegere,0.6666666666666667
sen,fara,0.8666666666666667
etereo,eteric,0.288888888888889
bendito,binecuvantat,0.4380952380952381
consiste,consta,0.188888888888889
heterosexual,heterosexual,0.0
supersticioso,superstitios,0.08888888888888902
luxuria,pofta,0.6933333333333334
credibilidade,credibilitate,0.1435897435897434
sintetizar,sintetiza,0.014814814814814725
definir,defini,0.022222222222222143
velai,iata,0.6500000000000001
