en,gl,Alignment Score
fully,plenamente,0.76
faction,faccion,0.13333333333333341
applicability,aplicabilidade,0.20512820512820495
home,casa,0.8333333333333334
yes,si,0.5
history,historia,0.1428571428571429
sound,son,0.08888888888888902
courage,coraxe,0.1777777777777778
diligently,con dilixencia,0.38
deceive,enganar,0.7047619047619048
prognosis,prognostico,0.12592592592592589
precipitously,precipitadamente,0.33333333333333315
assumption,suposicion,0.34666666666666657
mitigate,mitigar,0.1428571428571429
generalize,xeneralizar,0.19333333333333336
mediocre,mediocres,0.016666666666666607
eligibility,elegibilidade,0.2545454545454545
formal,formais,0.16666666666666663
high,alto,0.8333333333333334
scrotum,escroto,0.2571428571428571
intrinsic,intrinseca,0.11851851851851858
vile,vil,0.04444444444444451
suits,traxes,0.52
sarcastic,sarcastico,0.014814814814814725
exception,excepcion,0.10370370370370374
independence,independencia,0.08333333333333337
transgression,transgresion,0.011111111111111072
you,ti,0.9
echo,eco,0.04444444444444451
dictionary,dicionario,0.17999999999999994
relative,achegada,0.6333333333333333
invasive,invasivo,0.1166666666666667
condolences,condolencias,0.09090909090909083
emphasis,enfase,0.4666666666666667
irreplaceable,insubstituible,0.5692307692307692
immanent,inmanente,0.13333333333333341
my,meu,0.5
eagerness,afan,0.55
unspeakable,indicible,0.4888888888888888
futile,inutil,0.30000000000000004
power,poder,0.18666666666666676
land,terra,0.6666666666666667
arbitrariness,arbitrariedade,0.20512820512820495
object,obxecto,0.1777777777777778
fear,medo,0.6666666666666667
satisfaction,satisfaccion,0.07777777777777772
time,tempo,0.45000000000000007
procrastinator,procrastinador,0.06666666666666665
mother,nai,0.9111111111111111
debauchery,libertinaxe,0.6
benevolent,benevolente,0.013333333333333308
exempt,exentos,0.3111111111111112
landowner,terratenente,0.5185185185185186
nickname,alcume,0.4444444444444444
reminiscence,reminiscencia,0.08333333333333337
sound,son,0.08888888888888902
respect,respecto,0.01904761904761898
feature,caracteristica,0.5714285714285715
focus,foco,0.25
stratification,estratificacion,0.07619047619047614
relevant,relevantes,0.025000000000000022
process,proceso,0.13333333333333341
often,moitas veces,0.4933333333333334
bad,malo,0.6444444444444445
legitimacy,lexitimidade,0.28666666666666674
litigation,litixio,0.17142857142857149
effective,eficaz,0.4666666666666667
cliche,cliche,0.0
acquisition,adquisicion,0.1696969696969698
indifferent,indiferente,0.08484848484848473
to weight,a peso,0.6333333333333333
optional,opcional,0.1166666666666667
conditioning,condicionamento,0.25
ready-delivery,listo para entrega,0.6190476190476191
substantial,substancial,0.08484848484848484
girl,rapaza,0.6833333333333333
proselytism,proselitismo,0.09696969696969693
perception,percepcion,0.09333333333333338
deduce,deducir,0.16666666666666663
democratization,democratizacion,0.06222222222222218
friendly,amigable,0.6333333333333333
passable,transitable,0.2666666666666666
resourcefulness,ingenio,0.6952380952380952
moral,moral,0.0
convalescence,convalecencia,0.1384615384615382
mutual,mutuo,0.19999999999999996
he did,fixo,0.7
being,sendo,0.5466666666666666
nevertheless,con todo,0.675
understanding,comprension,0.5575757575757576
fearless,sen medo,0.6500000000000001
he came,el veu,0.4666666666666667
impressive,impresionante,0.19999999999999996
entry,entrada,0.21333333333333337
ignorant,ignorante,0.016666666666666607
equity,equidade,0.3111111111111112
opportunist,oportunista,0.08484848484848473
genocidal,xenocida,0.13333333333333341
authentic,autentico,0.10370370370370374
to judge,para xulgar,0.5916666666666668
ailment,doenza,0.5888888888888889
peace,paz,0.37777777777777777
dispose,dispor,0.16666666666666663
impartiality,imparcialidade,0.23333333333333317
modest,modesto,0.022222222222222143
itinerary,itinerario,0.11111111111111116
anachronistic,anacronico,0.11999999999999988
noia,noia,0.0
pride,orgullo,0.72
fool,parvo,0.6666666666666667
deliberate,deliberado,0.17333333333333334
prodigy,prodixio,0.2571428571428571
use,usar,0.33333333333333337
extraordinary,extraordinario,0.07692307692307687
base,base,0.0
feasible,factible,0.22499999999999998
fragmentation,fragmentacion,0.07179487179487176
couple,parella,0.5888888888888889
hustle,axitacion,0.7444444444444445
