en,fr,Alignment Score
live,en direct,0.5666666666666667
gift,cadeau,0.8666666666666667
good,bien,0.8333333333333334
relativize,relativiser,0.10666666666666669
hurry,depechez-vous,0.64
paradigm,paradigme,0.016666666666666607
contradictory,contradictoire,0.08205128205128198
privilege,privilege,0.0
heal,guerir,0.7
pose,pose,0.0
clan,clan,0.0
concept,concept,0.0
it was,c'etait,0.5666666666666667
someone else,quelqu'un d'autre,0.6
fraternity,fraternite,0.09333333333333327
intercurrence,intercurrence,0.0
design,conception,0.5111111111111112
uninterrupted,ininterrompu,0.2944444444444444
assess,evaluer,0.6000000000000001
cynicism,cynisme,0.1428571428571429
behavior,comportement,0.6583333333333334
force,forcer,0.026666666666666727
term,terme,0.033333333333333326
relocation,demenagement,0.6133333333333333
lies,mensonges,0.5166666666666666
aforementioned,susmentionne,0.30000000000000004
give,donner,0.6833333333333333
resplendent,resplendissant,0.10303030303030303
worthy,digne,0.8400000000000001
plausible,plausible,0.0
i love,j'aime,0.5666666666666667
morbid,morbide,0.022222222222222143
relevance,pertinence,0.3851851851851852
soon,bientot,0.7
cia,cia,0.0
authenticity,authenticite,0.07777777777777772
reflect,refleter,0.1428571428571429
anathema,anatheme,0.1166666666666667
presumptuous,presomptueux,0.2333333333333334
leisure,loisirs,0.40000000000000013
offspring,progeniture,0.5777777777777778
dream,reve,0.4666666666666667
current,actuel,0.4666666666666667
licentiousness,licence,0.20952380952380945
demagogue,demagogue,0.0
saga,saga,0.0
description,description,0.0
peculiarity,particularite,0.2606060606060606
compassionate,compatissant,0.22777777777777763
misogynist,misogyne,0.1333333333333333
too,aussi,0.8888888888888888
inference,inference,0.0
simplicity,simplicite,0.09333333333333327
claim,reclamer,0.2400000000000001
fate,destin,0.6833333333333333
peak,culminer,0.7333333333333334
erudite,erudit,0.022222222222222143
phlegmatic,flegmatique,0.2733333333333333
procedure,procedure,0.0
nor,ni,0.5
printing,impression,0.45000000000000007
circumspect,circonspect,0.1575757575757577
company,entreprise,0.7523809523809524
to develop,developper,0.2533333333333334
determination,determination,0.0
as,comme,0.9666666666666667
diligent,diligent,0.0
playful,espiegle,0.6190476190476191
duty,devoir,0.6666666666666667
resolution,resolution,0.0
turn,tourner,0.08333333333333337
labaro,labaro,0.0
constancy,constance,0.10370370370370374
thesis,these,0.19999999999999996
myth,mythe,0.033333333333333326
to be,etre,0.4666666666666667
incident,incident,0.0
characterize,caracteriser,0.15555555555555545
road,route,0.45000000000000007
genre,genre,0.0
responsible,responsable,0.08484848484848484
impute,imputer,0.022222222222222143
epistemological,epistemologique,0.16888888888888876
happiness,bonheur,0.6285714285714286
task,tache,0.45000000000000007
great,super,0.6799999999999999
not(c)member,pas(c)membre,0.28888888888888886
cunning,ruse,0.7166666666666668
lucubration,lucubration,0.0
scope,portee,0.52
self,soi,0.6000000000000001
beyond,au-dela,0.711111111111111
inconsequential,sans consequence,0.2933333333333332
context,contexte,0.01904761904761898
humility,humilite,0.1166666666666667
impartial,impartial,0.0
pro,pro,0.0
hypocrisy,hypocrisie,0.11111111111111116
meaning,signification,0.5523809523809524
although,bien que,0.7333333333333334
detachment,detachement,0.013333333333333308
quota,quota,0.0
racism,racisme,0.022222222222222143
autonomy,autonomie,0.125
cleanliness,proprete,0.6666666666666667
indispensable,indispensable,0.0
remaining,restant,0.4095238095238096
wish,souhait,0.5
to give,donner,0.6000000000000001
synthetic,synthetique,0.11851851851851847
until,jusqu'a,0.7066666666666668
prominent,eminent,0.1523809523809524
consent,consentement,0.05714285714285694
concerning,concernant,0.18666666666666676
implementation,mise en oeuvre,0.5571428571428572
long-winded,verbeux,0.7619047619047619
consonance,consonance,0.0
apology,excuses,0.8190476190476191
primordial,primordial,0.0
